Time (s),Order,Entropy
0.0,0.47908,0.67301
0.08333333333333333,0.70933,1.05492
0.16666666666666666,0.72548,1.0889
0.25,0.95154,1.27985
0.3333333333333333,0.92153,1.19355
0.4166666666666667,0.97848,1.33218
0.5,0.79622,1.47081
0.5833333333333334,0.79586,1.16828
0.6666666666666666,0.74229,0.94335
0.75,0.94447,0.63903
0.8333333333333334,0.91729,1.27985
0.9166666666666666,0.95503,1.0889
1.0,0.99564,1.0889
1.0833333333333333,0.98882,0.32508
1.1666666666666667,0.98726,0.80182
1.25,0.80015,0.89795
1.3333333333333333,0.83737,0.63903
1.4166666666666667,0.97559,0.32508
1.5,0.96909,1.16828
1.5833333333333333,0.98614,0.63903
1.6666666666666667,0.9949,0.32508
1.75,0.89638,0.63903
1.8333333333333333,0.8004,0.80182
1.9166666666666667,0.7909,0.32508
2.0,0.80909,0.32508
2.0833333333333335,0.79593,0.32508
2.1666666666666665,0.79758,1.0889
2.25,0.99629,0.89795
2.3333333333333335,0.98733,1.0889
2.4166666666666665,0.99352,0.32508
2.5,0.98435,0.94335
2.5833333333333335,0.76287,1.22753
2.6666666666666665,0.9389,1.27985
2.75,0.96041,0.63903
2.8333333333333335,0.95946,0.5004
2.9166666666666665,0.99019,0.80182
3.0,0.99256,0.5004
3.0833333333333335,0.99601,0.32508
3.1666666666666665,0.99674,0.5004
3.25,0.99436,0.0
3.3333333333333335,0.99536,0.32508
3.4166666666666665,0.98863,0.32508
3.5,0.98895,1.0889
3.5833333333333335,0.99327,0.69315
3.6666666666666665,0.9923,0.94045
3.75,0.99179,0.0
3.8333333333333335,0.80383,0.32508
3.9166666666666665,0.9778,0.0
4.0,0.99444,0.61086
4.083333333333333,0.99337,0.32508
4.166666666666667,0.99679,0.5004
4.25,0.99039,0.0
4.333333333333333,0.99276,0.67301
4.416666666666667,0.98164,0.5004
4.5,0.99196,1.27985
4.583333333333333,0.99195,0.0
4.666666666666667,0.99324,0.69315
4.75,0.87729,0.0
4.833333333333333,0.97116,0.32508
4.916666666666667,0.96272,0.94335
5.0,0.97335,0.94045
5.083333333333333,0.98013,0.69315
5.166666666666667,0.99094,0.5004
5.25,0.99229,0.0
5.333333333333333,0.99235,1.33218
5.416666666666667,0.98881,0.32508
5.5,0.98799,0.67301
5.583333333333333,0.9915,0.61086
5.666666666666667,0.99848,0.32508
5.75,0.99296,0.0
5.833333333333333,0.99219,0.0
5.916666666666667,0.69437,0.61086
6.0,0.9916,0.32508
6.083333333333333,0.98415,0.69315
6.166666666666667,0.99066,0.0
6.25,0.99446,0.5004
6.333333333333333,0.9938,0.61086
6.416666666666667,0.98606,0.80182
6.5,0.98618,0.0
6.583333333333333,0.99098,0.69315
6.666666666666667,0.5674,0.32508
6.75,0.86852,0.5004
6.833333333333333,0.9493,0.32508
6.916666666666667,0.90471,1.0889
7.0,0.95753,1.0889
7.083333333333333,0.98617,1.02965
7.166666666666667,0.98993,0.0
7.25,0.99663,0.32508
7.333333333333333,0.99266,1.02965
7.416666666666667,0.99647,0.0
7.5,0.98727,0.61086
7.583333333333333,0.99034,0.67301
7.666666666666667,0.99422,0.63903
7.75,0.99147,0.61086
7.833333333333333,0.99115,0.61086
7.916666666666667,0.98255,0.89795
8.0,0.66946,0.0
8.083333333333334,0.99348,0.32508
8.166666666666666,0.99037,0.61086
8.25,0.99021,1.22061
8.333333333333334,0.99274,0.0
8.416666666666666,0.98865,0.61086
8.5,0.98805,0.32508
8.583333333333334,0.99093,1.27985
8.666666666666666,0.99187,0.32508
8.75,0.99723,0.67301
8.833333333333334,0.83852,0.0
8.916666666666666,0.94656,0.5004
9.0,0.96445,0.89795
9.083333333333334,0.99668,0.89795
9.166666666666666,0.99618,0.80182
9.25,0.99576,0.0
9.333333333333334,0.99626,0.0
9.416666666666666,0.99154,1.16828
9.5,0.99645,0.0
9.583333333333334,0.99769,0.69315
9.666666666666666,0.99518,0.67301
9.75,0.99772,0.32508
9.833333333333334,0.99205,0.32508
9.916666666666666,0.99581,0.0
10.0,0.58116,0.67301
10.083333333333334,0.98852,0.5004
10.166666666666666,0.98571,0.5004
10.25,0.9958,0.0
10.333333333333334,0.99024,0.32508
10.416666666666666,0.9951,0.61086
10.5,0.98693,0.61086
10.583333333333334,0.9907,0.32508
10.666666666666666,0.99644,0.0
10.75,0.76197,0.5004
10.833333333333334,0.86563,1.05492
10.916666666666666,0.96686,1.27985
11.0,0.96359,0.32508
11.083333333333334,0.97088,0.67301
11.166666666666666,0.99075,0.67301
11.25,0.99453,0.0
11.333333333333334,0.9914,0.67301
11.416666666666666,0.99323,0.0
11.5,0.99178,0.67301
11.583333333333334,0.98756,0.0
11.666666666666666,0.99461,1.19355
11.75,0.99075,0.67301
11.833333333333334,0.99628,1.31383
11.916666666666666,0.99646,0.32508
12.0,0.9974,0.67301
12.083333333333334,0.47741,0.0
12.166666666666666,0.9852,0.89795
12.25,0.99225,0.67301
12.333333333333334,0.99185,0.89795
12.416666666666666,0.99565,0.0
12.5,0.99026,0.69315
12.583333333333334,0.98643,0.5004
12.666666666666666,0.99445,1.22061
12.75,0.99354,0.32508
12.833333333333334,0.99614,0.61086
12.916666666666666,0.7549,0.0
13.0,0.94573,0.0
13.083333333333334,0.92517,0.89795
13.166666666666666,0.94219,1.0889
13.25,0.97894,0.80182
13.333333333333334,0.98901,0.94335
13.416666666666666,0.98067,0.0
13.5,0.99734,0.89795
13.583333333333334,0.99184,0.69315
13.666666666666666,0.99529,0.5004
13.75,0.98474,0.63903
13.833333333333334,0.99083,0.69315
13.916666666666666,0.9968,0.67301
14.0,0.98829,0.0
14.083333333333334,0.98442,0.0
14.166666666666666,0.807,0.67301
14.25,0.98669,0.5004
14.333333333333334,0.99049,0.61086
14.416666666666666,0.98609,0.0
14.5,0.98976,0.89795
14.583333333333334,0.99343,0.67301
14.666666666666666,0.99194,0.80182
14.75,0.99578,0.0
14.833333333333334,0.94945,0.5004
14.916666666666666,0.97422,1.02965
15.0,0.9748,0.80182
15.083333333333334,0.97473,0.0
15.166666666666666,0.98771,0.32508
15.25,0.99456,0.0
15.333333333333334,0.99671,0.32508
15.416666666666666,0.99293,0.0
15.5,0.99467,0.32508
15.583333333333334,0.99464,0.0
15.666666666666666,0.9959,0.63903
15.75,0.99659,0.67301
15.833333333333334,0.99298,0.89795
15.916666666666666,0.98794,0.32508
16.0,0.98577,0.32508
16.083333333333332,0.64894,0.0
16.166666666666668,0.9778,0.67301
16.25,0.99717,0.67301
16.333333333333332,0.9908,0.67301
16.416666666666668,0.98973,0.0
16.5,0.99089,0.5004
16.583333333333332,0.99457,0.0
16.666666666666668,0.99296,0.89795
16.75,0.99324,0.61086
16.833333333333332,0.98547,0.32508
16.916666666666668,0.93531,0.0
17.0,0.95473,0.0
17.083333333333332,0.97481,0.94335
17.166666666666668,0.98922,0.95027
17.25,0.98646,0.94335
17.333333333333332,0.99534,0.61086
17.416666666666668,0.99804,0.0
17.5,0.99611,0.61086
17.583333333333332,0.99569,0.61086
17.666666666666668,0.99196,0.32508
17.75,0.99757,0.5004
17.833333333333332,0.99092,0.61086
17.916666666666668,0.99435,0.94335
18.0,0.99465,0.0
18.083333333333332,0.98429,0.0
18.166666666666668,0.79766,0.67301
18.25,0.98494,0.32508
18.333333333333332,0.99502,0.61086
18.416666666666668,0.99253,0.0
18.5,0.9897,0.69315
18.583333333333332,0.99387,0.67301
18.666666666666668,0.99551,0.94045
18.75,0.99678,0.0
18.833333333333332,0.9871,0.0
18.916666666666668,0.80313,0.94045
19.0,0.87016,1.33218
19.083333333333332,0.95452,0.80182
19.166666666666668,0.97177,0.67301
19.25,0.99004,0.32508
19.333333333333332,0.99302,0.0
19.416666666666668,0.99102,0.32508
19.5,0.99472,0.0
19.583333333333332,0.99106,0.67301
19.666666666666668,0.99639,0.32508
19.75,0.99355,1.22061
19.833333333333332,0.99342,0.69315
19.916666666666668,0.98959,1.27985
20.0,0.98841,0.0
20.083333333333332,0.99461,0.69315
20.166666666666668,0.6477,0.0
20.25,0.99219,0.95027
20.333333333333332,0.99295,0.67301
20.416666666666668,0.99607,0.89795
20.5,0.98648,0.0
20.583333333333332,0.99015,0.63903
20.666666666666668,0.99024,1.02965
20.75,0.98983,0.0
20.833333333333332,0.9817,0.32508
20.916666666666668,0.9079,0.32508
21.0,0.95865,0.67301
21.083333333333332,0.97765,1.0889
21.166666666666668,0.98939,0.89795
21.25,0.9857,0.32508
21.333333333333332,0.99654,0.0
21.416666666666668,0.99195,1.27985
21.5,0.98899,0.32508
21.583333333333332,0.99072,0.67301
21.666666666666668,0.98966,0.5004
21.75,0.99758,0.63903
21.833333333333332,0.99581,0.32508
21.916666666666668,0.98082,0.0
22.0,0.72116,0.32508
22.083333333333332,0.99201,0.0
22.166666666666668,0.99106,0.32508
22.25,0.99607,0.63903
22.333333333333332,0.9874,0.5004
22.416666666666668,0.991,0.94335
22.5,0.99212,0.0
22.583333333333332,0.84935,0.80182
22.666666666666668,0.96486,0.67301
22.75,0.98821,0.61086
22.833333333333332,0.99196,0.32508
22.916666666666668,0.97676,0.67301
23.0,0.98995,0.32508
23.083333333333332,0.99272,0.32508
23.166666666666668,0.98391,1.27985
23.25,0.99564,0.69315
